CommitmentID,CommitmentDate,FinancialYear,PurchaseRequisitionReference,PurchaseOrderReference,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,ActivityCode,VoteCode,FundSourceCode,SupplierCategory,CommitmentAmount,AmountInvoiced,AmountPaid,OutstandingCommitment,ExpectedDeliveryDate,CommitmentStatus,DaysOutstanding,ResponsibleRole,RiskRating
CMT-000803,2025-08-24,FY2025/2026,PR-803385,PO-141083,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2430,FS-01,Travel and Accommodation,2629000,2629000,2276000,353000,2025-12-17,Partially Paid,280,Project Manager,Critical
CMT-000804,2025-12-20,FY2025/2026,PR-171317,PO-333351,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2410,FS-02,Fuel and Lubricants,3415000,0,0,3415000,2026-06-05,Overdue,162,Procurement Officer,High
CMT-000805,2026-01-04,FY2025/2026,PR-380075,PO-388791,PRG-12,DIR-12,CC-022,RG-02,ACT-028,V-2360,FS-02,Consultancy,746000,746000,88000,658000,2026-06-19,Partially Paid,147,Cost Centre Manager,High
CMT-000806,2025-10-20,FY2025/2026,PR-871890,PO-435490,PRG-12,DIR-12,CC-026,RG-04,ACT-040,V-2440,FS-01,Training,2597000,2224000,729000,1868000,2026-02-22,Partially Paid,223,Project Manager,Critical
CMT-000807,2025-10-24,FY2025/2026,PR-209635,PO-227797,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-4120,FS-01,Maintenance,2084000,0,0,2084000,2025-12-11,Overdue,219,Project Manager,Critical
CMT-000808,2025-09-21,FY2025/2026,PR-168367,PO-202000,PRG-05,DIR-05,CC-005,RG-01,ACT-011,V-2240,FS-02,Travel and Accommodation,1835000,1835000,1410000,425000,2025-11-14,Partially Paid,252,Cost Centre Manager,Critical
CMT-000809,2025-08-16,FY2025/2026,PR-565316,PO-490539,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2210,FS-01,ICT Services,642000,642000,92000,550000,2026-01-23,Partially Paid,288,Project Manager,Critical
CMT-000810,2025-12-07,FY2025/2026,PR-482339,PO-850738,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2340,FS-01,Professional Services,2642000,2642000,732000,1910000,2026-04-18,Partially Paid,175,Project Manager,High
CMT-000811,2026-03-03,FY2025/2026,PR-814547,PO-531045,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-3140,FS-02,Professional Services,3002000,3002000,2691000,311000,2026-05-17,Partially Paid,89,Procurement Officer,Medium
CMT-000812,2025-09-25,FY2025/2026,PR-222190,PO-217063,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2440,FS-01,Travel and Accommodation,1570000,780000,535000,1035000,2026-01-28,Partially Paid,248,Procurement Officer,Critical
CMT-000813,2026-04-27,FY2025/2026,PR-381156,PO-816298,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2530,FS-01,Training,2668000,2668000,160000,2508000,2026-07-05,Partially Paid,34,Cost Centre Manager,Low
CMT-000814,2025-11-24,FY2025/2026,PR-903204,PO-157660,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2360,FS-01,Professional Services,3424000,0,0,3424000,2026-01-28,Overdue,188,Project Manager,Critical
CMT-000815,2026-03-17,FY2025/2026,PR-404640,PO-807934,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-2212,FS-04,Printing and Stationery,802000,802000,273000,529000,2026-07-07,Partially Paid,75,Procurement Officer,Medium
CMT-000816,2025-08-11,FY2025/2026,PR-747969,PO-672267,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2210,FS-02,Fuel and Lubricants,2719000,0,0,2719000,2026-01-26,Overdue,293,Procurement Officer,Critical
CMT-000817,2025-08-17,FY2025/2026,PR-385380,PO-550741,PRG-07,DIR-07,CC-007,RG-01,ACT-017,V-2212,FS-01,Security Services,2185000,1641000,542000,1643000,2026-01-14,Partially Paid,287,Project Manager,Critical
CMT-000818,2026-04-21,FY2025/2026,PR-955964,PO-446451,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2210,FS-01,Professional Services,2837000,2837000,2048000,789000,2026-06-22,Partially Paid,40,Project Manager,Low
CMT-000819,2025-11-02,FY2025/2026,PR-578737,PO-241611,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2530,FS-02,Fuel and Lubricants,444000,444000,354000,90000,2026-01-05,Partially Paid,210,Project Manager,Critical
CMT-000820,2026-02-07,FY2025/2026,PR-632508,PO-773558,PRG-02,DIR-02,CC-002,RG-01,ACT-004,V-4130,FS-02,ICT Services,3272000,2669000,1684000,1588000,2026-04-24,Partially Paid,113,Project Manager,High
CMT-000821,2026-01-20,FY2025/2026,PR-208211,PO-674524,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-2540,FS-01,Consultancy,670000,670000,612000,58000,2026-06-22,Partially Paid,131,Procurement Officer,High
CMT-000822,2026-03-28,FY2025/2026,PR-156982,PO-500181,PRG-01,DIR-01,CC-001,RG-01,ACT-039,V-2220,FS-01,Maintenance,475000,427000,227000,248000,2026-05-21,Partially Paid,64,Project Manager,Medium
CMT-000823,2025-11-05,FY2025/2026,PR-581209,PO-151061,PRG-12,DIR-12,CC-012,RG-01,ACT-040,V-2420,FS-03,Fuel and Lubricants,2365000,0,0,2365000,2026-02-04,Overdue,207,Cost Centre Manager,Critical
CMT-000824,2025-08-14,FY2025/2026,PR-634431,PO-859235,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-3140,FS-01,Equipment,522000,522000,319000,203000,2025-12-15,Partially Paid,290,Cost Centre Manager,Critical
CMT-000825,2026-02-22,FY2025/2026,PR-117277,PO-140757,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-2240,FS-01,Maintenance,3261000,0,0,3261000,2026-03-26,Overdue,98,Project Manager,High
CMT-000826,2026-03-31,FY2025/2026,PR-224800,PO-795633,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2250,FS-02,Training,3074000,1413000,5000,3069000,2026-05-03,Partially Paid,61,Project Manager,Medium
CMT-000827,2025-08-02,FY2025/2026,PR-490343,PO-941601,PRG-04,DIR-04,CC-004,RG-01,ACT-010,V-2220,FS-02,Maintenance,1513000,0,0,1513000,2025-09-27,Overdue,302,Project Manager,Critical
CMT-000828,2025-11-03,FY2025/2026,PR-142662,PO-133637,PRG-12,DIR-12,CC-022,RG-02,ACT-027,V-2110,FS-02,Security Services,1515000,463000,313000,1202000,2026-02-20,Partially Paid,209,Cost Centre Manager,Critical
CMT-000829,2025-08-10,FY2025/2026,PR-502043,PO-542102,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-2390,FS-02,Travel and Accommodation,2476000,1943000,461000,2015000,2026-02-05,Partially Paid,294,Project Manager,Critical
CMT-000830,2026-01-14,FY2025/2026,PR-306225,PO-867415,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2420,FS-03,Construction,3345000,0,0,3345000,2026-05-31,Overdue,137,Procurement Officer,High
CMT-000831,2026-03-09,FY2025/2026,PR-876465,PO-772778,PRG-01,DIR-01,CC-001,RG-01,ACT-038,V-2212,FS-01,Fuel and Lubricants,1740000,889000,570000,1170000,2026-05-10,Partially Paid,83,Cost Centre Manager,Medium
CMT-000832,2026-01-03,FY2025/2026,PR-811679,PO-328401,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-4130,FS-01,Construction,563000,0,0,563000,2026-03-25,Overdue,148,Cost Centre Manager,High
CMT-000833,2025-10-23,FY2025/2026,PR-215295,PO-737963,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2540,FS-01,Security Services,497000,0,0,0,2026-01-16,Cancelled,220,Project Manager,Critical
CMT-000834,2026-03-25,FY2025/2026,PR-932487,PO-156783,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-2450,FS-01,Training,3297000,1910000,1527000,1770000,2026-08-09,Partially Paid,67,Cost Centre Manager,Medium
CMT-000835,2025-12-19,FY2025/2026,PR-184764,PO-498876,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-2220,FS-01,Security Services,117000,0,0,117000,2026-02-10,Overdue,163,Project Manager,High
CMT-000836,2026-05-21,FY2025/2026,PR-657439,PO-558170,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-4130,FS-03,ICT Services,1382000,1382000,500000,882000,2026-08-26,Partially Paid,10,Project Manager,Low
CMT-000837,2026-04-13,FY2025/2026,PR-970578,PO-968747,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-2340,FS-03,Travel and Accommodation,2443000,2443000,552000,1891000,2026-08-26,Partially Paid,48,Project Manager,Medium
CMT-000838,2026-03-07,FY2025/2026,PR-924837,PO-660377,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2230,FS-01,Fuel and Lubricants,1528000,1528000,1489000,39000,2026-07-25,Partially Paid,85,Project Manager,Medium
CMT-000839,2025-07-29,FY2025/2026,PR-869716,PO-477583,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2340,FS-02,Utilities,3428000,0,0,3428000,2026-01-04,Overdue,306,Procurement Officer,Critical
CMT-000840,2025-09-23,FY2025/2026,PR-838347,PO-775417,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-2120,FS-01,Fuel and Lubricants,343000,343000,13000,330000,2026-02-10,Partially Paid,250,Project Manager,Critical
CMT-000841,2026-02-22,FY2025/2026,PR-797039,PO-441348,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2440,FS-01,Equipment,1675000,866000,753000,0,2026-06-13,Cancelled,98,Project Manager,High
CMT-000842,2026-03-04,FY2025/2026,PR-978053,PO-929371,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-3110,FS-01,Maintenance,846000,511000,510000,336000,2026-05-14,Partially Paid,88,Procurement Officer,Medium
CMT-000843,2025-08-12,FY2025/2026,PR-618821,PO-108736,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-3110,FS-02,Equipment,2814000,2814000,2681000,133000,2025-11-06,Partially Paid,292,Project Manager,Critical
CMT-000844,2026-02-01,FY2025/2026,PR-514556,PO-862305,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2520,FS-01,Security Services,767000,664000,318000,449000,2026-04-21,Partially Paid,119,Project Manager,High
CMT-000845,2025-08-24,FY2025/2026,PR-542623,PO-728030,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-3120,FS-02,Travel and Accommodation,2109000,1272000,159000,1950000,2026-01-27,Partially Paid,280,Cost Centre Manager,Critical
CMT-000846,2025-12-10,FY2025/2026,PR-456433,PO-869395,PRG-12,DIR-12,CC-026,RG-04,ACT-040,V-2520,FS-01,Construction,2857000,1103000,160000,2697000,2026-04-10,Partially Paid,172,Cost Centre Manager,High
CMT-000847,2026-03-09,FY2025/2026,PR-690611,PO-595357,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-2330,FS-01,Maintenance,2229000,2229000,649000,1580000,2026-07-15,Partially Paid,83,Project Manager,Medium
CMT-000848,2025-10-05,FY2025/2026,PR-990841,PO-321623,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-2230,FS-02,Travel and Accommodation,2366000,1413000,133000,2233000,2026-01-24,Partially Paid,238,Cost Centre Manager,Critical
CMT-000849,2025-07-01,FY2025/2026,PR-719704,PO-279055,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-2240,FS-02,Printing and Stationery,339000,142000,94000,245000,2025-08-15,Partially Paid,334,Project Manager,Critical
CMT-000850,2026-02-05,FY2025/2026,PR-558622,PO-276770,PRG-12,DIR-12,CC-026,RG-04,ACT-027,V-4120,FS-01,Travel and Accommodation,2979000,1401000,1162000,1817000,2026-03-25,Partially Paid,115,Procurement Officer,High
CMT-000851,2025-12-12,FY2025/2026,PR-223588,PO-840585,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2460,FS-01,Training,125000,0,0,125000,2026-02-14,Overdue,170,Project Manager,High
CMT-000852,2026-05-19,FY2025/2026,PR-435722,PO-370763,PRG-12,DIR-12,CC-027,RG-03,ACT-040,V-2250,FS-04,Printing and Stationery,2379000,2379000,1443000,936000,2026-06-20,Partially Paid,12,Project Manager,Low
CMT-000853,2026-05-10,FY2025/2026,PR-330415,PO-909049,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2310,FS-01,Maintenance,644000,515000,187000,457000,2026-06-25,Partially Paid,21,Cost Centre Manager,Low
CMT-000854,2025-10-23,FY2025/2026,PR-884639,PO-437497,PRG-07,DIR-07,CC-007,RG-01,ACT-017,V-2250,FS-01,Travel and Accommodation,2719000,1362000,284000,2435000,2026-03-19,Partially Paid,220,Cost Centre Manager,Critical
CMT-000855,2025-11-04,FY2025/2026,PR-762625,PO-728845,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-5110,FS-01,Consultancy,419000,363000,108000,311000,2026-03-11,Partially Paid,208,Project Manager,Critical
CMT-000856,2025-08-04,FY2025/2026,PR-377080,PO-352008,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2340,FS-01,Consultancy,3043000,1116000,299000,2744000,2025-09-15,Partially Paid,300,Project Manager,Critical
CMT-000857,2026-04-09,FY2025/2026,PR-101411,PO-295761,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2410,FS-04,Equipment,2826000,0,0,2826000,2026-09-06,Open,52,Cost Centre Manager,Medium
CMT-000858,2026-05-13,FY2025/2026,PR-565361,PO-907717,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2390,FS-03,Training,2594000,797000,509000,2085000,2026-08-28,Partially Paid,18,Procurement Officer,Low
CMT-000859,2026-01-05,FY2025/2026,PR-943839,PO-822474,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-5130,FS-01,Maintenance,2608000,0,0,2608000,2026-06-20,Overdue,146,Project Manager,High
CMT-000860,2025-07-15,FY2025/2026,PR-509291,PO-183501,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-2420,FS-01,ICT Services,472000,201000,127000,345000,2025-12-16,Partially Paid,320,Project Manager,Critical
CMT-000861,2025-09-15,FY2025/2026,PR-726399,PO-967504,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-4120,FS-01,Security Services,2939000,0,0,2939000,2025-11-26,Overdue,258,Project Manager,Critical
CMT-000862,2026-02-13,FY2025/2026,PR-535503,PO-496593,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2220,FS-01,Professional Services,1765000,1223000,167000,1598000,2026-05-06,Partially Paid,107,Cost Centre Manager,High
CMT-000863,2025-08-30,FY2025/2026,PR-878224,PO-706654,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-5130,FS-01,Travel and Accommodation,2622000,0,0,2622000,2025-12-26,Overdue,274,Cost Centre Manager,Critical
CMT-000864,2026-02-13,FY2025/2026,PR-556798,PO-881999,PRG-12,DIR-12,CC-027,RG-03,ACT-027,V-2430,FS-03,Printing and Stationery,3109000,0,0,3109000,2026-04-09,Overdue,107,Cost Centre Manager,High
CMT-000865,2025-08-27,FY2025/2026,PR-485832,PO-823076,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2520,FS-02,Consultancy,2192000,0,0,2192000,2025-09-27,Overdue,277,Procurement Officer,Critical
CMT-000866,2025-09-19,FY2025/2026,PR-256298,PO-118198,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-2330,FS-01,Professional Services,2256000,2256000,1698000,558000,2025-11-20,Partially Paid,254,Cost Centre Manager,Critical
CMT-000867,2025-08-14,FY2025/2026,PR-913179,PO-292134,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2520,FS-02,Maintenance,3073000,1964000,1895000,1178000,2025-12-24,Partially Paid,290,Procurement Officer,Critical
CMT-000868,2025-10-06,FY2025/2026,PR-907034,PO-849617,PRG-05,DIR-05,CC-005,RG-01,ACT-011,V-2460,FS-03,Construction,1315000,429000,215000,1100000,2025-11-22,Partially Paid,237,Project Manager,Critical
CMT-000869,2025-08-13,FY2025/2026,PR-642284,PO-356169,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-2420,FS-02,Utilities,1530000,1530000,1055000,475000,2025-11-10,Partially Paid,291,Project Manager,Critical
CMT-000870,2025-11-03,FY2025/2026,PR-338259,PO-167952,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2390,FS-02,Construction,1011000,1011000,952000,59000,2026-03-27,Partially Paid,209,Procurement Officer,Critical
CMT-000871,2026-03-05,FY2025/2026,PR-668575,PO-545772,PRG-12,DIR-12,CC-022,RG-02,ACT-028,V-2380,FS-01,Equipment,2796000,2796000,2327000,469000,2026-05-09,Partially Paid,87,Cost Centre Manager,Medium
CMT-000872,2025-12-02,FY2025/2026,PR-416040,PO-547211,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-2240,FS-04,Consultancy,215000,0,0,215000,2026-01-14,Overdue,180,Procurement Officer,High
CMT-000873,2026-05-05,FY2025/2026,PR-905875,PO-232105,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2211,FS-01,Security Services,1626000,1626000,1626000,0,2026-06-14,Fully Paid,26,Cost Centre Manager,Low
CMT-000874,2025-08-11,FY2025/2026,PR-877943,PO-237578,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2240,FS-04,Equipment,1314000,1314000,853000,461000,2025-09-26,Partially Paid,293,Procurement Officer,Critical
CMT-000875,2026-03-29,FY2025/2026,PR-187915,PO-918639,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2410,FS-04,Security Services,2041000,2041000,1708000,333000,2026-09-19,Partially Paid,63,Procurement Officer,Medium
CMT-000876,2026-04-04,FY2025/2026,PR-307595,PO-200459,PRG-13,DIR-13,CC-019,RG-06,ACT-029,V-2250,FS-01,Security Services,532000,232000,12000,520000,2026-09-05,Partially Paid,57,Procurement Officer,Medium
CMT-000877,2026-02-19,FY2025/2026,PR-127216,PO-907724,PRG-01,DIR-01,CC-001,RG-01,ACT-001,V-5120,FS-01,ICT Services,1052000,441000,15000,1037000,2026-07-01,Partially Paid,101,Cost Centre Manager,High
CMT-000878,2025-10-02,FY2025/2026,PR-956940,PO-563344,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2520,FS-02,Consultancy,1379000,1379000,349000,1030000,2026-03-29,Partially Paid,241,Project Manager,Critical
CMT-000879,2026-01-04,FY2025/2026,PR-881416,PO-166865,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-4110,FS-04,Professional Services,1991000,1991000,1098000,0,2026-05-12,Cancelled,147,Project Manager,High
CMT-000880,2025-10-30,FY2025/2026,PR-393407,PO-297246,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2340,FS-02,ICT Services,875000,875000,251000,624000,2025-12-11,Partially Paid,213,Procurement Officer,Critical
CMT-000881,2025-09-15,FY2025/2026,PR-802627,PO-775936,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2530,FS-01,Security Services,3058000,3058000,1272000,1786000,2026-02-22,Partially Paid,258,Cost Centre Manager,Critical
CMT-000882,2026-05-18,FY2025/2026,PR-584538,PO-962538,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-4120,FS-01,Security Services,888000,888000,441000,447000,2026-08-25,Partially Paid,13,Procurement Officer,Low
CMT-000883,2026-05-20,FY2025/2026,PR-389842,PO-574977,PRG-05,DIR-05,CC-005,RG-01,ACT-011,V-2390,FS-01,Maintenance,1488000,1068000,449000,1039000,2026-06-20,Partially Paid,11,Procurement Officer,Low
CMT-000884,2026-01-02,FY2025/2026,PR-226184,PO-251985,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2520,FS-02,Printing and Stationery,2266000,0,0,2266000,2026-05-01,Overdue,149,Project Manager,High
CMT-000885,2025-11-07,FY2025/2026,PR-165543,PO-250474,PRG-13,DIR-13,CC-019,RG-06,ACT-029,V-4110,FS-04,Travel and Accommodation,1176000,0,0,1176000,2026-04-20,Overdue,205,Procurement Officer,Critical
CMT-000886,2025-08-14,FY2025/2026,PR-780993,PO-495222,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2211,FS-02,ICT Services,1067000,830000,456000,611000,2025-12-03,Partially Paid,290,Project Manager,Critical
CMT-000887,2026-01-25,FY2025/2026,PR-916069,PO-525242,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-3130,FS-03,Maintenance,1932000,845000,686000,1246000,2026-05-04,Partially Paid,126,Procurement Officer,High
CMT-000888,2025-11-19,FY2025/2026,PR-851789,PO-171772,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-3130,FS-04,Travel and Accommodation,2260000,0,0,2260000,2026-01-24,Overdue,193,Cost Centre Manager,Critical
CMT-000889,2026-04-22,FY2025/2026,PR-294379,PO-948825,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2212,FS-01,Construction,385000,0,0,385000,2026-09-23,Open,39,Procurement Officer,Low
CMT-000890,2026-01-08,FY2025/2026,PR-760741,PO-473954,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2330,FS-02,Construction,2522000,2522000,1302000,1220000,2026-02-18,Partially Paid,143,Cost Centre Manager,High
CMT-000891,2025-09-30,FY2025/2026,PR-222394,PO-766386,PRG-12,DIR-12,CC-012,RG-01,ACT-027,V-2380,FS-01,Printing and Stationery,1760000,0,0,1760000,2026-01-05,Overdue,243,Project Manager,Critical
CMT-000892,2025-08-11,FY2025/2026,PR-760463,PO-923856,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-5130,FS-02,Professional Services,3110000,3110000,2523000,587000,2026-02-04,Partially Paid,293,Cost Centre Manager,Critical
CMT-000893,2026-05-14,FY2025/2026,PR-348157,PO-184144,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-2460,FS-01,Security Services,3189000,2132000,981000,2208000,2026-11-08,Partially Paid,17,Cost Centre Manager,Low
CMT-000894,2025-07-26,FY2025/2026,PR-155778,PO-691679,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-3130,FS-01,Professional Services,2012000,1527000,1324000,688000,2025-09-02,Partially Paid,309,Cost Centre Manager,Critical
CMT-000895,2025-07-15,FY2025/2026,PR-184029,PO-156686,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-2250,FS-03,Equipment,619000,543000,168000,451000,2025-08-29,Partially Paid,320,Procurement Officer,Critical
CMT-000896,2025-10-01,FY2025/2026,PR-611711,PO-776208,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2380,FS-02,Equipment,2838000,0,0,2838000,2026-03-03,Overdue,242,Project Manager,Critical
CMT-000897,2026-03-21,FY2025/2026,PR-892994,PO-298906,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2540,FS-02,Security Services,1959000,1959000,1637000,322000,2026-08-02,Partially Paid,71,Procurement Officer,Medium
CMT-000898,2025-12-17,FY2025/2026,PR-150113,PO-246626,PRG-12,DIR-12,CC-023,RG-01,ACT-028,V-2520,FS-02,Consultancy,1452000,606000,588000,864000,2026-05-06,Partially Paid,165,Project Manager,High
CMT-000899,2025-07-12,FY2025/2026,PR-626111,PO-353251,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-2250,FS-01,Consultancy,229000,229000,176000,0,2025-09-10,Cancelled,323,Procurement Officer,Critical
CMT-000900,2025-10-22,FY2025/2026,PR-857389,PO-446497,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2530,FS-02,Training,89000,61000,55000,34000,2026-04-13,Partially Paid,221,Cost Centre Manager,Critical
CMT-000901,2026-03-05,FY2025/2026,PR-119173,PO-982438,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2460,FS-01,Professional Services,3090000,0,0,3090000,2026-04-18,Open,87,Cost Centre Manager,Medium
CMT-000902,2026-01-19,FY2025/2026,PR-590733,PO-915975,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2460,FS-01,Fuel and Lubricants,1679000,0,0,1679000,2026-03-08,Overdue,132,Project Manager,High
CMT-000903,2025-11-20,FY2025/2026,PR-164338,PO-821483,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2360,FS-01,Travel and Accommodation,2456000,2456000,1673000,783000,2026-02-17,Partially Paid,192,Procurement Officer,Critical
CMT-000904,2026-02-03,FY2025/2026,PR-400914,PO-159375,PRG-02,DIR-02,CC-002,RG-01,ACT-005,V-2120,FS-01,ICT Services,254000,151000,86000,168000,2026-07-10,Partially Paid,117,Cost Centre Manager,High
CMT-000905,2026-03-16,FY2025/2026,PR-623424,PO-561661,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2440,FS-02,Utilities,2595000,2595000,2451000,144000,2026-06-21,Partially Paid,76,Procurement Officer,Medium
CMT-000906,2025-12-22,FY2025/2026,PR-818576,PO-828467,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2220,FS-01,Fuel and Lubricants,3482000,1617000,874000,2608000,2026-04-20,Partially Paid,160,Procurement Officer,High
CMT-000907,2026-04-21,FY2025/2026,PR-610614,PO-936202,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2530,FS-01,Security Services,2464000,1995000,1364000,1100000,2026-09-15,Partially Paid,40,Cost Centre Manager,Low
CMT-000908,2026-05-08,FY2025/2026,PR-569294,PO-302991,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-2380,FS-02,Utilities,1470000,0,0,1470000,2026-08-05,Open,23,Cost Centre Manager,Low
CMT-000909,2025-07-02,FY2025/2026,PR-259970,PO-203590,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-3130,FS-02,Consultancy,2197000,0,0,2197000,2025-08-17,Overdue,333,Cost Centre Manager,Critical
CMT-000910,2026-01-10,FY2025/2026,PR-229950,PO-741286,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2110,FS-02,Utilities,2979000,2979000,418000,2561000,2026-05-30,Partially Paid,141,Procurement Officer,High
CMT-000911,2025-11-28,FY2025/2026,PR-260692,PO-248629,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2110,FS-04,Training,2068000,0,0,2068000,2026-03-10,Overdue,184,Project Manager,Critical
CMT-000912,2026-04-05,FY2025/2026,PR-255300,PO-195882,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-3110,FS-01,Professional Services,3258000,3258000,1629000,1629000,2026-08-04,Partially Paid,56,Cost Centre Manager,Medium
CMT-000913,2026-01-25,FY2025/2026,PR-402321,PO-108477,PRG-01,DIR-01,CC-001,RG-01,ACT-038,V-2212,FS-01,Utilities,2856000,1901000,689000,2167000,2026-07-18,Partially Paid,126,Procurement Officer,High
